Year,Toy #,Col.#,Model Name,Series,Series #,Photo,Bild,,,
2023,HKH48,036,Custom '11 Camaro,HW Art Cars,4/10,,2023_HW_Art_Cars_883.jpg,,,
2023,HKK17,036,Custom '11 Camaro (2nd Color),HW Art Cars,4/10,,2023_HW_Art_Cars_884.jpg,,,
2023,HKG28,037,Tesla Model Y,HW Green SpeedNew for 2023!,1/10,,2023_HW_Green_SpeedNew_for_2023!_885.jpg,,,
2023,HKL53,037,Tesla Model Y (2nd Color),Red EditionNew for 2023!Target Exclusive,3/12,,2023_Red_EditionNew_for_2023!Target_886.jpg,,,
2023,HKK20,037,Tesla Model Y (3rd Color),HW Green SpeedNew for 2023!,1/10,,2023_HW_Green_SpeedNew_for_2023!_887.jpg,,,
2023,HKH55,038,Porsche Panamera Turbo S E-Hybrid Sport Turismo,HW Green Speed,2/10,,2023_HW_Green_Speed_888.jpg,,,
2023,HKL38,038,Porsche Panamera Turbo S E-Hybrid Sport Turismo (2nd Color),HW Green SpeedDollar General Exclusive,2/10,,2023_HW_Green_SpeedDollar_General_E_889.jpg,,,
2023,HKH77,039,Turbine Sublime,HW 55 Race Team,1/5,,2023_HW_55_Race_Team_890.jpg,,,
2023,HKK38,039,Turbine Sublime (2nd Color),HW 55 Race Team,1/5,,2023_HW_55_Race_Team_891.jpg,,,
2023,HKG29,040,Rally Speciale,HW Track ChampsNew for 2023!,1/5,,2023_HW_Track_ChampsNew_for_2023!_892.jpg,,,
2023,HKK37,040,Rally Speciale (2nd Color),HW Track ChampsNew for 2023!,1/5,,2023_HW_Track_ChampsNew_for_2023!_893.jpg,,,
2023,HKH66,041,Hot Wired,HW Track Champs,2/5,,2023_HW_Track_Champs_894.jpg,,,
2023,HKK27,041,Hot Wired (2nd Color),HW Track Champs,2/5,,2023_HW_Track_Champs_895.jpg,,,
2023,HKH79,042,Skate Grom,HW Sports,1/5,,2023_HW_Sports_896.jpg,,,
2023,HKK42,042,Skate Grom (2nd Color),HW Sports,1/5,,2023_HW_Sports_897.jpg,,,
2023,HKH80,043,Tee'd Off 2,HW Sports,2/5,,2023_HW_Sports_898.jpg,,,
2023,HKK43,043,Tee'd Off 2 (2nd Color),HW Sports,2/5,,2023_HW_Sports_899.jpg,,,
2023,HKK44,043,Tee'd Off 2 (3rd Color),HW Sports,2/5,,2023_HW_Sports_900.jpg,,,
2023,HKH84,044,2018 Bentley Continental GT3,HW Modified,3/5,,2023_HW_Modified_901.jpg,,,
2023,HKL45,044,2018 Bentley Continental GT3 (2nd Color),HW Modified,3/5,,2023_HW_Modified_902.jpg,,,
2023,HKH89,045,Poison Arrow,Sky Show,2/5,,2023_Sky_Show_903.jpg,,,
2023,HKK52,045,Poison Arrow (2nd Color),Sky Show,2/5,,2023_Sky_Show_904.jpg,,,
2023,HKJ11,046,2023 Nissan Z,HW J-Imports,3/10,,2023_HW_J-Imports_905.jpg,,,
2023,HKK64,046,2023 Nissan Z (2nd Color),HW J-Imports,3/10,,2023_HW_J-Imports_906.jpg,,,
2023,HKL39,046,2023 Nissan Z (3rd Color),"HW J-Imports""From the Vault"" Exclusive",3/10,,"2023_HW_J-Imports""From_the_Vault""_E_907.jpg",,,
2023,HKJ12,047,Nissan Maxima Drift Car,HW J-Imports,4/10,,2023_HW_J-Imports_908.jpg,,,
2023,HKK65,047,Nissan Maxima Drift Car (2nd Color),HW J-Imports,4/10,,2023_HW_J-Imports_909.jpg,,,
2023,HKJ27,048,Gotta Go,Experimotors,3/5,,2023_Experimotors_910.jpg,,,
2023,HKK73,048,Gotta Go (2nd Color),Experimotors,3/5,,2023_Experimotors_911.jpg,,,
2023,HKJ33,049,Kool Kombi,Surf's Up,2/5,,2023_Surf's_Up_912.jpg,,,
2023,HKL26,049,Kool Kombi (2nd Color - Zamac),Surf's UpWalmart Exclusive,2/5,,2023_Surf's_UpWalmart_Exclusive_913.jpg,,,
2023,HKK80,049,Kool Kombi (3rd Color),Surf's Up,2/5,,2023_Surf's_Up_914.jpg,,,
2023,HKL06,050,Surf Crate,Surf's UpTreasure Hunt,3/5,,2023_Surf's_UpTreasure_Hunt_915.jpg,,,
2023,HKG81,051,'89 Mazda Savanna RX-7 FC3S,HW: The '80s,4/10,,2023_HW:_The_'80s_916.jpg,,,
2023,HKJ62,051,'89 Mazda Savanna RX-7 FC3S (2nd Color),HW: The '80s,4/10,,2023_HW:_The_'80s_917.jpg,,,
2023,HKG86,052,1988 Jeep Wagoneer,HW: The '80sNew in Mainline,5/10,,2023_HW:_The_'80sNew_in_Mainline_918.jpg,,,
2023,HKJ63,052,1988 Jeep Wagoneer (2nd Color),HW: The '80sNew in Mainline,5/10,,2023_HW:_The_'80sNew_in_Mainline_919.jpg,,,
2023,HKL47,052,1988 Jeep Wagoneer (3rd Color),HW: The '80sNew in MainlineKroger  Exclusive,5/10,,2023_HW:_The_'80sNew_in_MainlineKro_920.jpg,,,
2023,HKG91,053,Hot Wheels High,HW Metro,1/10,,2023_HW_Metro_921.jpg,,,
2023,HKJ67,053,Hot Wheels High (2nd Color),HW Metro,1/10,,2023_HW_Metro_922.jpg,,,
2023,HKJ68,053,Hot Wheels High (3rd Color),HW Metro,1/10,,2023_HW_Metro_923.jpg,,,
2023,HKG92,054,Dodge Charger Drift,HW Metro,2/10,,2023_HW_Metro_924.jpg,,,
2023,HKL58,054,Dodge Charger Drift (2nd Color),Red EditionTarget Exclusive,7/12,,2023_Red_EditionTarget_Exclusive_925.jpg,,,
2023,HKJ69,054,Dodge Charger Drift (3rd Color),HW Metro,2/10,,2023_HW_Metro_926.jpg,,,
2023,HKG38,055,Batman Forever Batmobile,BatmanNew for 2023!,2/5,,2023_BatmanNew_for_2023!_927.jpg,,,
2023,HKJ73,055,Batman Forever Batmobile (2nd Color),BatmanNew for 2023!,2/5,,2023_BatmanNew_for_2023!_928.jpg,,,
2023,HKH05,056,Matt and Debbie Hay's 1988 Pro Street Thunderbird,Retro Racers,5/10,,2023_Retro_Racers_929.jpg,,,
2023,HKL25,056,Matt and Debbie Hay's 1988 Pro Street Thunderbird (2nd Color - Zamac),Retro RacersWalmart Exclusive,5/10,,2023_Retro_RacersWalmart_Exclusive_930.jpg,,,
2023,HKJ80,056,Matt and Debbie Hay's 1988 Pro Street Thunderbird (3rd Color),Retro Racers,5/10,,2023_Retro_Racers_931.jpg,,,
2023,HKH11,057,Barbie Extra,HW Screen Time,3/10,,2023_HW_Screen_Time_932.jpg,,,
2023,HKG31,058,Brickin' Delivery,Brick RidesNew for 2023!,3/5,,2023_Brick_RidesNew_for_2023!_933.jpg,,,
2023,HKJ87,058,Brickin' Delivery (2nd Color),Brick RidesNew for 2023!,3/5,,2023_Brick_RidesNew_for_2023!_934.jpg,,,
2023,HKH20,059,Roller Toaster,Sweet Rides,4/5,,2023_Sweet_Rides_935.jpg,,,
2023,HKJ93,059,Roller Toaster (2nd Color),Sweet Rides,4/5,,2023_Sweet_Rides_936.jpg,,,
2023,HKH21,060,Bone Shaker,HW Dream Garage,3/5,,2023_HW_Dream_Garage_937.jpg,,,
2023,HKJ95,060,Bone Shaker (2nd Color),HW Dream Garage,3/5,,2023_HW_Dream_Garage_938.jpg,,,
2023,HKH26,061,Mercedes-Benz Unimog 1300,HW Haulers,4/5,,2023_HW_Haulers_939.jpg,,,
2023,HKJ99,061,Mercedes-Benz Unimog 1300L (2nd Color),HW Haulers,4/5,,2023_HW_Haulers_940.jpg,,,
2023,HKH39,062,Max Steel,HW Roadsters,5/10,,2023_HW_Roadsters_941.jpg,,,
2023,HKH49,063,'68 COPO Camaro,HW Art Cars,5/10,,2023_HW_Art_Cars_942.jpg,,,
2023,HKL12,063,'68 COPO Camaro,HW Art CarsSuper Treasure Hunt,5/10,,2023_HW_Art_CarsSuper_Treasure_Hunt_943.jpg,,,
2023,HKH50,064,Hot Wheels Ford Transit Connect,HW Art Cars,6/10,,2023_HW_Art_Cars_944.jpg,,,
2023,HKK18,064,Hot Wheels Ford Transit Connect (2nd Color),HW Art Cars,6/10,,2023_HW_Art_Cars_945.jpg,,,
2023,HKH52,065,'76 Greenwood Corvette,HW Art Cars,7/10,,2023_HW_Art_Cars_946.jpg,,,
2023,HKH67,066,Dodge Van,HW 55 Race Team,2/5,,2023_HW_55_Race_Team_947.jpg,,,
2023,HKK28,066,Dodge Van (2nd Color),HW 55 Race Team,2/5,,2023_HW_55_Race_Team_948.jpg,,,
2023,HKG32,067,Ducati DesertX,HW MotoNew for 2023!,1/5,,2023_HW_MotoNew_for_2023!_949.jpg,,,
2023,HKK31,067,Ducati DesertX (2nd Color),HW MotoNew for 2023!,1/5,,2023_HW_MotoNew_for_2023!_950.jpg,,,
2023,HKL01,068,BMW R nineT Racer,HW MotoTreasure Hunt,2/5,,2023_HW_MotoTreasure_Hunt_951.jpg,,,
2023,HKJ13,069,Nissan Skyline GT-R (R32),HW J-Imports,5/10,,2023_HW_J-Imports_952.jpg,,,
2023,HKG36,070,Rimac Nevera,HW Green SpeedNew for 2023!,4/10,,2023_HW_Green_SpeedNew_for_2023!_953.jpg,,,
2023,HKK21,070,Rimac Nevera (2nd Color),HW Green SpeedNew for 2023!,4/10,,2023_HW_Green_SpeedNew_for_2023!_954.jpg,,,
2023,HKJ34,071,Deora III,Surf's Up,4/5,,2023_Surf's_Up_955.jpg,,,
2023,HKK81,071,Deora III (2nd Color),Surf's Up,4/5,,2023_Surf's_Up_956.jpg,,,
2023,HKJ36,072,Pagani Zonda R,HW Turbo,1/5,,2023_HW_Turbo_957.jpg,,,
2023,HKK83,072,Pagani Zonda R (2nd Color),HW Turbo,1/5,,2023_HW_Turbo_958.jpg,,,
2023,HKH22,073,Twinduction,Muscle Mania,1/10,,2023_Muscle_Mania_959.jpg,,,
2023,HKK88,073,Twinduction (2nd Color),Muscle Mania,1/10,,2023_Muscle_Mania_960.jpg,,,
2023,HKG83,074,'84 Corvette,HW: The '80s,6/10,,2023_HW:_The_'80s_961.jpg,,,
2023,HKG85,075,'82 Cadillac Seville,HW: The '80s,7/10,,2023_HW:_The_'80s_962.jpg,,,
2023,HKL57,075,'82 Cadillac Seville (2nd Color),Red EditionTarget Exclusive,8/12,,2023_Red_EditionTarget_Exclusive_963.jpg,,,
2023,HKJ64,075,'82 Cadillac Seville (3rd Color),HW: The '80s,7/10,,2023_HW:_The_'80s_964.jpg,,,
2023,HKG89,076,Time Attaxi,HW MetroYear of the Rabbit,3/10,,2023_HW_MetroYear_of_the_Rabbit_965.jpg,,,
2023,HKG35,077,Audi '90 quattro,Retro RacersNew for 2023!,6/10,,2023_Retro_RacersNew_for_2023!_966.jpg,,,
2023,HKJ81,077,Audi '90 quattro (2nd Color),Retro RacersNew for 2023!,6/10,,2023_Retro_RacersNew_for_2023!_967.jpg,,,
2023,HKH10,078,Snoopy,HW Screen Time,4/10,,2023_HW_Screen_Time_968.jpg,,,
2023,HKH09,079,The Armadillo,HW Screen Time,5/10,,2023_HW_Screen_Time_969.jpg,,,
2023,HKH31,080,Lolux,HW Drag Strip,1/10,,2023_HW_Drag_Strip_970.jpg,,,
2023,HKK01,080,Lolux (2nd Color),HW Drag Strip,1/10,,2023_HW_Drag_Strip_971.jpg,,,
2023,HKH29,081,Ford Mustang Mach-E 1400,HW Drag Strip,2/10,,2023_HW_Drag_Strip_972.jpg,,,
2023,HKK02,081,Ford Mustang Mach-E 1400 (2nd Color),HW Drag Strip,2/10,,2023_HW_Drag_Strip_973.jpg,,,
2023,HKH40,082,McLaren Elva,HW Roadsters,6/10,,2023_HW_Roadsters_974.jpg,,,
2023,HKL54,082,McLaren Elva (2nd Color),Red EditionTarget Exclusive,4/12,,2023_Red_EditionTarget_Exclusive_975.jpg,,,
2023,HKH51,083,'08 Ford Focus,HW Art Cars,8/10,,2023_HW_Art_Cars_976.jpg,,,
2023,HKH56,084,Lotus Evija,HW Green Speed,3/10,,2023_HW_Green_Speed_977.jpg,,,
2023,HKL13,084,Lotus Evija,HW Green SpeedSuper Treasure Hunt,3/10,,2023_HW_Green_SpeedSuper_Treasure_H_978.jpg,,,
2023,HKG33,085,HW Braille Racer - Twin Mill,ExperimotorsNew for 2023!,4/5,,2023_ExperimotorsNew_for_2023!_979.jpg,,,
2023,HKK74,085,HW Braille Racer - Twin Mill (2nd Color),ExperimotorsNew for 2023!,4/5,,2023_ExperimotorsNew_for_2023!_980.jpg,,,
2023,HKH68,086,Erikenstein Rod,HW 55 Race Team,3/5,,2023_HW_55_Race_Team_981.jpg,,,
2023,HKK29,086,Erikenstein Rod (2nd Color),HW 55 Race Team,3/5,,2023_HW_55_Race_Team_982.jpg,,,
2023,HKH74,087,Honda Super Cub,HW Moto,3/5,,2023_HW_Moto_983.jpg,,,
2023,HKK32,087,Honda Super Cub (2nd Color),HW Moto,3/5,,2023_HW_Moto_984.jpg,,,
2023,HKH75,088,Chrysler Pacifica,Mud Studs,1/5,,2023_Mud_Studs_985.jpg,,,
2023,HKK35,088,Chrysler Pacifica (2nd Color),Mud Studs,1/5,,2023_Mud_Studs_986.jpg,,,
2023,HKG34,089,Group C Fantasy,HW Track ChampsNew for 2023!,3/5,,2023_HW_Track_ChampsNew_for_2023!_987.jpg,,,
2023,HKK39,089,Group C Fantasy (2nd Color),HW Track ChampsNew for 2023!,3/5,,2023_HW_Track_ChampsNew_for_2023!_988.jpg,,,
2023,HKH81,090,Head Gasket,HW Sports,3/5,,2023_HW_Sports_989.jpg,,,
2023,HKK45,090,Head Gasket (2nd Color),HW Sports,3/5,,2023_HW_Sports_990.jpg,,,
2023,HKH86,091,Nissan Leaf NISMO RC_02,HW Modified,4/5,,2023_HW_Modified_991.jpg,,,
2023,HKK50,091,Nissan Leaf NISMO RC_02 (2nd Color),HW Modified,4/5,,2023_HW_Modified_992.jpg,,,
2023,HKK95,092,Mad Propz,Sky ShowTreasure Hunt,3/5,,2023_Sky_ShowTreasure_Hunt_993.jpg,,,
2023,HKH98,093,Toon'd '83 Chevy Silverado,HW Hot Trucks,1/10,,2023_HW_Hot_Trucks_994.jpg,,,
2023,HKK57,093,Toon'd '83 Chevy Silverado (2nd Color),HW Hot Trucks,1/10,,2023_HW_Hot_Trucks_995.jpg,,,
2023,HKJ02,094,'67 Jeepster Commando,HW Hot Trucks,2/10,,2023_HW_Hot_Trucks_996.jpg,,,
2023,HKL55,094,'67 Jeepster Commando (2nd Color),Red EditionTarget Exclusive,5/12,,2023_Red_EditionTarget_Exclusive_997.jpg,,,
2023,HKJ15,095,1986 Toyota Van,HW J-Imports,6/10,,2023_HW_J-Imports_998.jpg,,,
2023,HKL56,095,1986 Toyota Van (2nd Color),Red EditionTarget Exclusive,6/12,,2023_Red_EditionTarget_Exclusive_999.jpg,,,
2023,HKK66,095,1986 Toyota Van (3rd Color),HW J-Imports,6/10,,2023_HW_J-Imports_1000.jpg,,,
2023,HKJ16,096,'90 Honda Civic EF,HW J-Imports,7/10,,2023_HW_J-Imports_1001.jpg,,,
2023,HKL28,096,'90 Honda Civic EF (2nd Color - Zamac),HW J-ImportsWalmart Exclusive,7/10,,2023_HW_J-ImportsWalmart_Exclusive_1002.jpg,,,
2023,HKJ29,097,Lucid Air,Factory Fresh,1/5,,2023_Factory_Fresh_1003.jpg,,,
2023,HKK76,097,Lucid Air (2nd Color),Factory Fresh,1/5,,2023_Factory_Fresh_1004.jpg,,,
2023,HKJ37,098,Aston Martin Vantage GTE,HW Turbo,2/5,,2023_HW_Turbo_1005.jpg,,,
2023,HKK84,098,Aston Martin Vantage GTE (2nd Color),HW Turbo,2/5,,2023_HW_Turbo_1006.jpg,,,
2023,HKJ53,099,Custom Ford Maverick,Muscle Mania,2/10,,2023_Muscle_Mania_1007.jpg,,,
2023,HKL42,099,Custom Ford Maverick (2nd Color),"Muscle Mania""From the Vault"" Exclusive",2/10,,"2023_Muscle_Mania""From_the_Vault""_E_1008.jpg",,,
2023,HKJ51,100,Count Muscula,Muscle Mania,3/10,,2023_Muscle_Mania_1009.jpg,,,
2023,HKK89,100,Count Muscula (2nd Color),Muscle Mania,3/10,,2023_Muscle_Mania_1010.jpg,,,
2023,HKG84,101,DMC DeLorean,HW: The '80s,8/10,,2023_HW:_The_'80s_1011.jpg,,,
2023,HKJ65,101,DMC DeLorean (2nd Color),HW: The '80s,8/10,,2023_HW:_The_'80s_1012.jpg,,,
2023,HKL62,101,DMC DeLorean (3rd Color),Red EditionTarget Exclusive,10/12,,2023_Red_EditionTarget_Exclusive_1013.jpg,,,
2023,HKG93,102,Drone Duty,HW Metro,4/10,,2023_HW_Metro_1014.jpg,,,
2023,HKJ70,102,Drone Duty (2nd Color),HW Metro,4/10,,2023_HW_Metro_1015.jpg,,,
2023,HKG99,103,Batmobile,Batman,3/5,,2023_Batman_1016.jpg,,,
2023,HKJ74,103,Batmobile (2nd Color),Batman,3/5,,2023_Batman_1017.jpg,,,
2023,HKG37,104,Brick and Motor,Brick RidesNew for 2023!,4/5,,2023_Brick_RidesNew_for_2023!_1018.jpg,,,
2023,HKJ88,104,Brick and Motor (2nd Color),Brick RidesNew for 2023!,4/5,,2023_Brick_RidesNew_for_2023!_1019.jpg,,,
2023,HKG39,105,El Segundo Coupe,HW Dream GarageNew for 2023!,4/5,,2023_HW_Dream_GarageNew_for_2023!_1020.jpg,,,
2023,HKJ96,105,El Segundo Coupe (2nd Color),HW Dream GarageNew for 2023!,4/5,,2023_HW_Dream_GarageNew_for_2023!_1021.jpg,,,
2023,HKH28,106,'18 COPO Camaro SS,HW Drag Strip,3/10,,2023_HW_Drag_Strip_1022.jpg,,,
2023,HKH32,107,'86 Ford Thunderbird Pro Stock,HW Drag StripNew in Mainline,4/10,,2023_HW_Drag_StripNew_in_Mainline_1023.jpg,,,
2023,HKK03,107,'86 Ford Thunderbird Pro Stock (2nd Color),HW Drag StripNew in Mainline,4/10,,2023_HW_Drag_StripNew_in_Mainline_1024.jpg,,,
2023,HKH57,108,Automobili Pininfarina Battista,HW Green Speed,5/10,,2023_HW_Green_Speed_1025.jpg,,,
2023,HKK22,108,Automobili Pininfarina Battista (2nd Color),HW Green Speed,5/10,,2023_HW_Green_Speed_1026.jpg,,,
2023,HKL31,108,Automobili Pininfarina Battista (3rd Color),HW Green SpeedWalmart Exclusive,5/10,,2023_HW_Green_SpeedWalmart_Exclusiv_1027.jpg,,,
2023,HKH58,109,Audi RS e-tron GT,HW Green Speed,6/10,,2023_HW_Green_Speed_1028.jpg,,,
2023,HKL59,109,Audi RS e-tron GT (2nd Color),Red EditionTarget Exclusive,9/12,,2023_Red_EditionTarget_Exclusive_1029.jpg,,,
2023,HKH61,110,'55 Chevy Bel Air Gasser,HW Gassers,1/5,,2023_HW_Gassers_1030.jpg,,,
2023,HKK26,110,'55 Chevy Bel Air Gasser (2nd Color),HW Gassers,1/5,,,,,
2023,HKL00,111,Mod Rod,HW 55 Race TeamTreasure Hunt,4/5,,2023_HW_55_Race_TeamTreasure_Hunt_1032.jpg,,,
2023,HKH78,112,Mach It Go,HW Track Champs,4/5,,2023_HW_Track_Champs_1033.jpg,,,
2023,HKK40,112,Mach It Go (2nd Color),HW Track Champs,4/5,,2023_HW_Track_Champs_1034.jpg,,,
2023,HKH82,113,Ice Shredder,HW Sports,4/5,,2023_HW_Sports_1035.jpg,,,
2023,HKK46,113,Ice Shredder (2nd Color),HW Sports,4/5,,2023_HW_Sports_1036.jpg,,,
2023,HKH87,114,'15 Mazda MX-5 Miata,HW Modified,5/5,,2023_HW_Modified_1037.jpg,,,
2023,HKL27,114,'15 Mazda MX-5 Miata (2nd Color - Zamac),HW ModifiedWalmart Exclusive,5/5,,2023_HW_ModifiedWalmart_Exclusive_1038.jpg,,,
2023,HKH91,115,Water Bomber,Sky Show,4/5,,2023_Sky_Show_1039.jpg,,,
2023,HKK53,115,HW Water Bomber (2nd Color),Sky Show,4/5,,2023_Sky_Show_1040.jpg,,,
2023,HKJ00,116,GMC Hummer EV,HW Hot Trucks,3/10,,2023_HW_Hot_Trucks_1041.jpg,,,
2023,HKL61,116,GMC Hummer EV (2nd Color),Red EditionTarget Exclusive,11/12,,2023_Red_EditionTarget_Exclusive_1042.jpg,,,
2023,HKK58,116,GMC Hummer EV (3rd Color),HW Hot Trucks,3/10,,2023_HW_Hot_Trucks_1043.jpg,,,
2023,HKG40,117,'73 Honda Civic Custom,HW J-ImportsNew for 2023!,8/10,,2023_HW_J-ImportsNew_for_2023!_1044.jpg,,,
2023,HKK67,117,'73 Honda Civic Custom (2nd Color),HW J-ImportsNew for 2023!,8/10,,2023_HW_J-ImportsNew_for_2023!_1045.jpg,,,
2023,HKJ14,118,1968 Mazda Cosmo Sport,HW J-ImportsNew in Mainline,9/10,,2023_HW_J-ImportsNew_in_Mainline_1046.jpg,,,
2023,HKL20,118,1968 Mazda Cosmo Sport,HW J-ImportsNew in MainlineSuper Treasure Hunt,9/10,,2023_HW_J-ImportsNew_in_MainlineSup_1047.jpg,,,
2023,HKJ28,119,Clip Rod,Experimotors,5/5,,2023_Experimotors_1048.jpg,,,
2023,HKK75,119,Clip Rod (2nd Color),Experimotors,5/5,,2023_Experimotors_1049.jpg,,,
2023,HKG30,120,BMW 507,Factory FreshNew for 2023!,2/5,,2023_Factory_FreshNew_for_2023!_1050.jpg,,,
2023,HKK77,120,BMW 507 (2nd Color),Factory FreshNew for 2023!,2/5,,2023_Factory_FreshNew_for_2023!_1051.jpg,,,
2023,HKJ30,121,Lotus Emira,Factory Fresh,3/5,,2023_Factory_Fresh_1052.jpg,,,
2023,HKK78,121,Lotus Emira (2nd Color),Factory Fresh,3/5,,2023_Factory_Fresh_1053.jpg,,,
2023,HKJ35,122,Surf 'N Turf,Surf's Up,5/5,,2023_Surf's_Up_1054.jpg,,,
2023,HKK82,122,Surf 'N Turf (2nd Color),Surf's Up,5/5,,2023_Surf's_Up_1055.jpg,,,
2023,HKJ55,123,'70 Dodge Hemi Challenger,Muscle Mania,4/10,,2023_Muscle_Mania_1056.jpg,,,
2023,HKL63,123,'70 Dodge Hemi Challenger (2nd Color),Muscle ManiaWalgreens Exclusive,4/10,,2023_Muscle_ManiaWalgreens_Exclusiv_1057.jpg,,,
2023,HKH04,124,'32 Ford,Retro Racers,7/10,,2023_Retro_Racers_1058.jpg,,,
2023,HKG42,125,Porsche 911 Carrera RS 2.7,Retro RacersNew for 2023!,8/10,,2023_Retro_RacersNew_for_2023!_1059.jpg,,,
2023,HKJ82,125,Porsche 911 Carrera RS 2.7 (2nd Color),Retro RacersNew for 2023!,8/10,,2023_Retro_RacersNew_for_2023!_1060.jpg,,,
2023,HKH06,126,'71 Porsche 911,Retro Racers,9/10,,2023_Retro_Racers_1061.jpg,,,
2023,HKH12,127,The Beatles Yellow Submarine,HW Screen Time,6/10,,2023_HW_Screen_Time_1062.jpg,,,
2023,HKH17,128,Bricking Speed,Brick Rides,5/5,,2023_Brick_Rides_1063.jpg,,,
2023,HKJ89,128,Bricking Speed (2nd Color),Brick Rides,5/5,,2023_Brick_Rides_1064.jpg,,,
2023,HKK97,129,Donut Drifter,Sweet RidesTreasure Hunt,5/5,,2023_Sweet_RidesTreasure_Hunt_1065.jpg,,,
2023,HKH27,130,Hiway Hauler 2,HW Haulers,5/5,,2023_HW_Haulers_1066.jpg,,,
2023,HKK00,130,Hiway Hauler 2 (2nd Color),HW Haulers,5/5,,2023_HW_Haulers_1067.jpg,,,
2023,HKH43,131,Dodge Viper RT/10,HW Roadsters,7/10,,2023_HW_Roadsters_1068.jpg,,,
2023,HKK11,131,Dodge Viper RT/10 (2nd Color),HW Roadsters,7/10,,2023_HW_Roadsters_1069.jpg,,,
2023,HKG60,132,'72 Stingray Convertible,HW RoadstersNew for 2023!,8/10,,2023_HW_RoadstersNew_for_2023!_1070.jpg,,,
2023,HKK12,132,'72 Stingray Convertible (2nd Color),HW RoadstersNew for 2023!,8/10,,2023_HW_RoadstersNew_for_2023!_1071.jpg,,,
2023,HKG41,133,Rollin' Solo,HW Track ChampsNew for 2023!,5/5,,2023_HW_Track_ChampsNew_for_2023!_1072.jpg,,,
2023,HKK41,133,Rollin' Solo (2nd Color),HW Track ChampsNew for 2023!,5/5,,2023_HW_Track_ChampsNew_for_2023!_1073.jpg,,,
2023,HKJ38,134,Renault Sport R.S. 01,HW Turbo,3/5,,2023_HW_Turbo_1074.jpg,,,
2023,HKL21,134,Renault Sport R.S. 01,HW TurboSuper Treasure Hunt,3/5,,2023_HW_TurboSuper_Treasure_Hunt_1075.jpg,,,
2023,HKJ52,135,2017 Camaro ZL1,Muscle Mania,5/10,,2023_Muscle_Mania_1076.jpg,,,
2023,HKL50,135,2017 Camaro ZL1 (2nd Color),Muscle ManiaKroger  Exclusive,5/10,,2023_Muscle_ManiaKroger__Exclusive_1077.jpg,,,
2023,HKG90,136,Solar Reflex,HW Metro,5/10,,2023_HW_Metro_1078.jpg,,,
2023,HKG98,137,Batmobile,Batman,4/5,,2023_Batman_1079.jpg,,,
2023,HKJ75,137,Batmobile (2nd Color),Batman,4/5,,2023_Batman_1080.jpg,,,
2023,HKG76,138,X-34 Landspeeder,HW Screen Time,6/10,,2023_HW_Screen_Time_1081.jpg,,,
2023,HKH23,139,'68 Corvette - Gas Monkey Garage,HW Dream Garage,5/5,,2023_HW_Dream_Garage_1082.jpg,,,
2023,HKL10,139,'68 Corvette - Gas Monkey Garage,HW Dream GarageSuper Treasure Hunt,5/5,,2023_HW_Dream_GarageSuper_Treasure__1083.jpg,,,
2023,HKH30,140,Mustang NHRA Funny Car,HW Drag Strip,5/10,,2023_HW_Drag_Strip_1084.jpg,,,
2023,HKK04,140,Mustang NHRA Funny Car (2nd Color),HW Drag Strip,5/10,,2023_HW_Drag_Strip_1085.jpg,,,
2023,HKG49,141,Honda CB750 Café,HW MotoNew for 2023!,4/5,,2023_HW_MotoNew_for_2023!_1086.jpg,,,
2023,HKK34,141,Honda CB750 Café (2nd Color),HW MotoNew for 2023!,4/5,,2023_HW_MotoNew_for_2023!_1087.jpg,,,
2023,HKH53,142,'72 Ford Ranchero,HW Art Cars,9/10,,2023_HW_Art_Cars_1088.jpg,,,
2023,HKG44,143,Baja Bison T5,HW Green SpeedNew for 2023!,7/10,,2023_HW_Green_SpeedNew_for_2023!_1089.jpg,,,
2023,HKK23,143,Baja Bison T5 (2nd Color),HW Green SpeedNew for 2023!,7/10,,2023_HW_Green_SpeedNew_for_2023!_1090.jpg,,,
2023,HKH59,144,Fiat 500e,HW Green Speed,8/10,,2023_HW_Green_Speed_1091.jpg,,,
2023,HKK24,144,Fiat 500e (2nd Color),HW Green Speed,8/10,,2023_HW_Green_Speed_1092.jpg,,,
2023,HKH63,145,'64 Nova Wagon Gasser,HW Gassers,2/5,,2023_HW_Gassers_1093.jpg,,,
2023,HKL29,145,'64 Nova Wagon Gasser (2nd Color - Zamac),HW GassersWalmart Exclusive,2/5,,2023_HW_GassersWalmart_Exclusive_1094.jpg,,,
2023,HKL03,146,Rise 'N Climb,HW SportsTreasure Hunt,5/5,,2023_HW_SportsTreasure_Hunt_1095.jpg,,,
2023,HKH99,147,Mazda REPU,HW Hot Trucks,4/10,,2023_HW_Hot_Trucks_1096.jpg,,,
2023,HKJ17,148,'88 Honda CR-X,HW J-Imports,10/10,,2023_HW_J-Imports_1097.jpg,,,
2023,HKK68,148,'88 Honda CR-X (2nd Color),HW J-Imports,10/10,,2023_HW_J-Imports_1098.jpg,,,
2023,HKJ31,149,Porsche Taycan Turbo S,Factory Fresh,4/5,,2023_Factory_Fresh_1099.jpg,,,
2023,HKL30,149,Porsche Taycan Turbo S (2nd Color - Zamac),Factory FreshWalmart Exclusive,4/5,,2023_Factory_FreshWalmart_Exclusive_1100.jpg,,,
